E,F,err_pos,err_neg
1.110044956000000083e+00,1.467000008000000078e+00,7.900000399999999867e-02,7.900000399999999867e-02
1.334615945999999997e+00,1.146999955000000071e+00,5.400000099999999886e-02,5.400000099999999886e-02
1.584676981000000096e+00,8.877000210000000058e-01,3.599999799999999833e-02,3.599999799999999833e-02
1.854724049999999957e+00,6.927999849999999515e-01,2.500000000000000139e-02,2.500000000000000139e-02
2.149419068999999904e+00,5.159999730000000007e-01,1.700000100000000069e-02,1.700000100000000069e-02
2.474167109000000142e+00,3.946000040000000042e-01,1.299999999999999940e-02,1.299999999999999940e-02
2.819574117999999796e+00,3.273999989999999971e-01,1.000000000000000021e-02,1.000000000000000021e-02
3.174901961999999855e+00,2.475000019999999967e-01,8.200000000000000691e-03,8.200000000000000691e-03
3.540169001000000204e+00,1.882999989999999957e-01,6.599999999999999964e-03,6.599999999999999964e-03
3.920152902999999966e+00,1.445000019999999885e-01,5.300000000000000024e-03,5.300000000000000024e-03
4.324904918999999737e+00,1.184000000000000052e-01,4.300000000000000003e-03,4.300000000000000003e-03
4.764451980999999670e+00,9.475000199999999984e-02,3.500000000000000073e-03,3.500000000000000073e-03
5.239274979000000165e+00,6.892000099999999463e-02,2.700000000000000143e-03,2.700000000000000143e-03
5.739337920999999731e+00,5.705000100000000296e-02,2.200000000000000133e-03,2.200000000000000133e-03
6.264183998000000031e+00,4.131000099999999897e-02,1.699999999999999905e-03,1.699999999999999905e-03
6.814249991999999700e+00,3.260000100000000345e-02,1.500000000000000031e-03,1.500000000000000031e-03
7.389113903000000150e+00,2.925000000000000169e-02,1.299999999999999940e-03,1.299999999999999940e-03
7.989180088000000346e+00,2.134000000000000133e-02,1.000000000000000021e-03,1.000000000000000021e-03
8.618874549999999246e+00,1.658000100000000046e-02,8.700000000000000051e-04,8.700000000000000051e-04
9.278955460000000599e+00,1.344000000000000056e-02,7.500000000000000156e-04,7.500000000000000156e-04
9.963854789999999184e+00,1.078999999999999924e-02,6.400000000000000524e-04,6.400000000000000524e-04
1.067393017000000022e+01,9.513000000000000622e-03,5.699999999999999772e-04,5.699999999999999772e-04
1.141368008000000067e+01,8.000999999999999432e-03,5.000000000000000104e-04,5.000000000000000104e-04
1.218859959000000082e+01,7.492000000000000395e-03,4.699999999999999859e-04,4.699999999999999859e-04
1.299353027000000083e+01,5.144000000000000135e-03,3.800000000000000209e-04,3.800000000000000209e-04
1.382361983999999921e+01,4.538999999999999632e-03,3.400000000000000244e-04,3.400000000000000244e-04
1.468826007999999916e+01,3.769000000000000215e-03,2.999999999999999737e-04,2.999999999999999737e-04
1.558835982999999992e+01,2.828999999999999918e-03,2.500000000000000052e-04,2.500000000000000052e-04
1.651816940000000145e+01,2.167000000000000089e-03,2.100000000000000087e-04,2.100000000000000087e-04
1.748312950000000043e+01,2.328999999999999907e-03,2.100000000000000087e-04,2.100000000000000087e-04
1.847809982000000062e+01,1.799000000000000035e-03,1.800000000000000113e-04,1.800000000000000113e-04
1.950794029000000052e+01,1.730999999999999900e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.057777976999999936e+01,1.489000000000000089e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.168276978000000099e+01,1.087000000000000076e-03,1.299999999999999886e-04,1.299999999999999886e-04
2.282751083000000136e+01,1.077000000000000049e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,7.152000000000000371e-04,9.600000000000000243e-05,9.600000000000000243e-05
2.525189018000000019e+01,5.676000000000000273e-04,8.200000000000000095e-05,8.200000000000000095e-05
2.656642914000000033e+01,7.833000000000000119e-04,9.100000000000000287e-05,9.100000000000000287e-05
2.795586013999999864e+01,6.038999999999999880e-04,7.700000000000000139e-05,7.700000000000000139e-05
2.943506049999999874e+01,4.880999999999999922e-04,6.499999999999999431e-05,6.499999999999999431e-05
3.100455093000000062e+01,4.398000000000000108e-04,6.000000000000000152e-05,6.000000000000000152e-05
3.266381073000000157e+01,3.896999999999999856e-04,5.500000000000000196e-05,5.500000000000000196e-05
3.443283843999999760e+01,3.529000000000000127e-04,5.000000000000000240e-05,5.000000000000000240e-05
3.632191849000000161e+01,3.020000000000000223e-04,4.500000000000000283e-05,4.500000000000000283e-05
3.833589934999999826e+01,2.723000000000000051e-04,4.199999999999999768e-05,4.199999999999999768e-05
4.048479079999999897e+01,1.780999999999999923e-04,3.199999999999999855e-05,3.199999999999999855e-05
4.278831862999999913e+01,1.775000000000000048e-04,3.100000000000000135e-05,3.100000000000000135e-05
4.526676178000000306e+01,1.526999999999999983e-04,2.900000000000000017e-05,2.900000000000000017e-05
4.793014145000000070e+01,1.231000000000000106e-04,2.400000000000000061e-05,2.400000000000000061e-05
