E,F,err_pos,err_neg
1.110044956000000083e+00,2.122999907000000075e+00,1.000000010000000050e-01,1.000000010000000050e-01
1.334615945999999997e+00,1.952000022000000001e+00,7.500000299999999565e-02,7.500000299999999565e-02
1.584676981000000096e+00,1.363999962999999926e+00,4.699999800000000116e-02,4.699999800000000116e-02
1.854724049999999957e+00,9.817000030000000432e-01,3.099999900000000030e-02,3.099999900000000030e-02
2.149419068999999904e+00,7.304000259999999800e-01,2.199999999999999872e-02,2.199999999999999872e-02
2.474167109000000142e+00,4.986999930000000081e-01,1.499999999999999944e-02,1.499999999999999944e-02
2.819574117999999796e+00,4.187999960000000077e-01,1.200000000000000025e-02,1.200000000000000025e-02
3.174901961999999855e+00,2.836999889999999858e-01,9.400000000000000369e-03,9.400000000000000369e-03
3.540169001000000204e+00,2.315000000000000113e-01,7.799999999999999642e-03,7.799999999999999642e-03
3.920152902999999966e+00,1.763000040000000102e-01,6.199999999999999782e-03,6.199999999999999782e-03
4.324904918999999737e+00,1.340000030000000064e-01,4.899999999999999842e-03,4.899999999999999842e-03
4.764451980999999670e+00,1.082999999999999935e-01,4.000000000000000083e-03,4.000000000000000083e-03
5.239274979000000165e+00,7.924000200000000382e-02,3.099999999999999891e-03,3.099999999999999891e-03
5.739337920999999731e+00,5.813999799999999829e-02,2.399999999999999790e-03,2.399999999999999790e-03
6.264183998000000031e+00,5.029999799999999854e-02,2.099999999999999870e-03,2.099999999999999870e-03
6.814249991999999700e+00,3.664999800000000307e-02,1.699999999999999905e-03,1.699999999999999905e-03
7.389113903000000150e+00,2.963000000000000009e-02,1.399999999999999986e-03,1.399999999999999986e-03
7.989180088000000346e+00,2.502000000000000057e-02,1.199999999999999895e-03,1.199999999999999895e-03
8.618874549999999246e+00,1.856000000000000011e-02,9.799999999999999684e-04,9.799999999999999684e-04
9.278955460000000599e+00,1.507999999999999965e-02,8.499999999999999526e-04,8.499999999999999526e-04
9.963854789999999184e+00,1.175000000000000003e-02,7.200000000000000453e-04,7.200000000000000453e-04
1.067393017000000022e+01,9.778000000000000233e-03,6.199999999999999999e-04,6.199999999999999999e-04
1.141368008000000067e+01,7.467999999999999812e-03,5.199999999999999544e-04,5.199999999999999544e-04
1.218859959000000082e+01,7.206999999999999865e-03,4.899999999999999842e-04,4.899999999999999842e-04
1.299353027000000083e+01,5.879999999999999810e-03,4.299999999999999894e-04,4.299999999999999894e-04
1.382361983999999921e+01,4.648000000000000222e-03,3.699999999999999947e-04,3.699999999999999947e-04
1.468826007999999916e+01,3.383999999999999855e-03,2.999999999999999737e-04,2.999999999999999737e-04
1.558835982999999992e+01,2.824000000000000121e-03,2.700000000000000035e-04,2.700000000000000035e-04
1.651816940000000145e+01,2.772999999999999857e-03,2.500000000000000052e-04,2.500000000000000052e-04
1.748312950000000043e+01,2.634000000000000057e-03,2.400000000000000061e-04,2.400000000000000061e-04
1.847809982000000062e+01,1.729999999999999984e-03,1.900000000000000105e-04,1.900000000000000105e-04
1.950794029000000052e+01,1.781000000000000031e-03,1.800000000000000113e-04,1.800000000000000113e-04
2.057777976999999936e+01,1.467999999999999904e-03,1.600000000000000131e-04,1.600000000000000131e-04
2.168276978000000099e+01,1.319000000000000077e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.282751083000000136e+01,9.968999999999999997e-04,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,8.067000000000000386e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.525189018000000019e+01,6.999999999999999929e-04,9.600000000000000243e-05,9.600000000000000243e-05
2.656642914000000033e+01,7.496000000000000059e-04,9.299999999999999727e-05,9.299999999999999727e-05
2.795586013999999864e+01,6.890000000000000508e-04,8.700000000000000051e-05,8.700000000000000051e-05
2.943506049999999874e+01,5.096000000000000269e-04,7.100000000000000462e-05,7.100000000000000462e-05
3.100455093000000062e+01,4.043000000000000153e-04,6.299999999999999990e-05,6.299999999999999990e-05
3.266381073000000157e+01,4.530000000000000064e-04,6.200000000000000270e-05,6.200000000000000270e-05
3.443283843999999760e+01,3.404999999999999824e-04,5.199999999999999680e-05,5.199999999999999680e-05
3.632191849000000161e+01,2.999999999999999737e-04,4.800000000000000122e-05,4.800000000000000122e-05
3.833589934999999826e+01,3.008999999999999956e-04,4.600000000000000004e-05,4.600000000000000004e-05
4.048479079999999897e+01,2.593000000000000144e-04,4.100000000000000047e-05,4.100000000000000047e-05
4.278831862999999913e+01,1.414999999999999971e-04,2.900000000000000017e-05,2.900000000000000017e-05
4.526676178000000306e+01,1.609000000000000079e-04,3.000000000000000076e-05,3.000000000000000076e-05
4.793014145000000070e+01,1.006000000000000058e-04,2.400000000000000061e-05,2.400000000000000061e-05
