E,F,err_pos,err_neg
1.110044956000000083e+00,1.230000019000000000e+00,9.000000399999999456e-02,9.000000399999999456e-02
1.334615945999999997e+00,1.093000053999999999e+00,6.499999800000000327e-02,6.499999800000000327e-02
1.584676981000000096e+00,9.067000149999999703e-01,4.500000199999999728e-02,4.500000199999999728e-02
1.854724049999999957e+00,6.545000079999999665e-01,2.999999899999999942e-02,2.999999899999999942e-02
2.149419068999999904e+00,5.224000220000000194e-01,2.199999999999999872e-02,2.199999999999999872e-02
2.474167109000000142e+00,4.316999910000000051e-01,1.700000100000000069e-02,1.700000100000000069e-02
2.819574117999999796e+00,3.201000090000000187e-01,1.299999999999999940e-02,1.299999999999999940e-02
3.174901961999999855e+00,2.590999900000000022e-01,1.000000000000000021e-02,1.000000000000000021e-02
3.540169001000000204e+00,2.004999970000000131e-01,8.399999999999999481e-03,8.399999999999999481e-03
3.920152902999999966e+00,1.606999930000000132e-01,6.799999999999999621e-03,6.799999999999999621e-03
4.324904918999999737e+00,1.193000000000000033e-01,5.300000000000000024e-03,5.300000000000000024e-03
4.764451980999999670e+00,9.638000300000000575e-02,4.300000000000000003e-03,4.300000000000000003e-03
5.239274979000000165e+00,7.558000099999999388e-02,3.500000000000000073e-03,3.500000000000000073e-03
5.739337920999999731e+00,5.917000000000000037e-02,2.799999999999999972e-03,2.799999999999999972e-03
6.264183998000000031e+00,4.376000199999999923e-02,2.200000000000000133e-03,2.200000000000000133e-03
6.814249991999999700e+00,3.417000199999999793e-02,1.799999999999999951e-03,1.799999999999999951e-03
7.389113903000000150e+00,3.172000099999999767e-02,1.699999999999999905e-03,1.699999999999999905e-03
7.989180088000000346e+00,2.270999900000000155e-02,1.299999999999999940e-03,1.299999999999999940e-03
8.618874549999999246e+00,1.958999999999999977e-02,1.199999999999999895e-03,1.199999999999999895e-03
9.278955460000000599e+00,1.358000000000000006e-02,9.399999999999999719e-04,9.399999999999999719e-04
9.963854789999999184e+00,1.119000000000000029e-02,8.099999999999999561e-04,8.099999999999999561e-04
1.067393017000000022e+01,9.449000000000000801e-03,7.100000000000000191e-04,7.100000000000000191e-04
1.141368008000000067e+01,7.934000000000000080e-03,6.199999999999999999e-04,6.199999999999999999e-04
1.218859959000000082e+01,7.138000000000000247e-03,5.599999999999999509e-04,5.599999999999999509e-04
1.299353027000000083e+01,4.971999999999999857e-03,4.499999999999999877e-04,4.499999999999999877e-04
1.382361983999999921e+01,5.101999999999999764e-03,4.499999999999999877e-04,4.499999999999999877e-04
1.468826007999999916e+01,3.618000000000000122e-03,3.600000000000000227e-04,3.600000000000000227e-04
1.558835982999999992e+01,3.504999999999999869e-03,3.499999999999999964e-04,3.499999999999999964e-04
1.651816940000000145e+01,2.779999999999999919e-03,2.900000000000000017e-04,2.900000000000000017e-04
1.748312950000000043e+01,2.543999999999999821e-03,2.700000000000000035e-04,2.700000000000000035e-04
1.847809982000000062e+01,1.845999999999999985e-03,2.300000000000000070e-04,2.300000000000000070e-04
1.950794029000000052e+01,1.642999999999999929e-03,2.100000000000000087e-04,2.100000000000000087e-04
2.057777976999999936e+01,1.711999999999999980e-03,2.000000000000000096e-04,2.000000000000000096e-04
2.168276978000000099e+01,1.296000000000000060e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.282751083000000136e+01,9.248000000000000361e-04,1.399999999999999877e-04,1.399999999999999877e-04
2.401251029999999886e+01,8.092000000000000451e-04,1.299999999999999886e-04,1.299999999999999886e-04
2.525189018000000019e+01,8.840999999999999684e-04,1.299999999999999886e-04,1.299999999999999886e-04
2.656642914000000033e+01,7.052000000000000109e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.795586013999999864e+01,5.952999999999999958e-04,9.399999999999999448e-05,9.399999999999999448e-05
2.943506049999999874e+01,3.058000000000000063e-04,6.700000000000000226e-05,6.700000000000000226e-05
3.100455093000000062e+01,4.172000000000000036e-04,7.299999999999999903e-05,7.299999999999999903e-05
3.266381073000000157e+01,4.388999999999999889e-04,7.299999999999999903e-05,7.299999999999999903e-05
3.443283843999999760e+01,3.109000000000000218e-04,5.899999999999999754e-05,5.899999999999999754e-05
3.632191849000000161e+01,4.137000000000000269e-04,6.499999999999999431e-05,6.499999999999999431e-05
3.833589934999999826e+01,2.277000000000000053e-04,4.699999999999999724e-05,4.699999999999999724e-05
4.048479079999999897e+01,2.456000000000000067e-04,4.800000000000000122e-05,4.800000000000000122e-05
4.278831862999999913e+01,1.899000000000000080e-04,4.000000000000000327e-05,4.000000000000000327e-05
4.526676178000000306e+01,1.852000000000000022e-04,3.800000000000000209e-05,3.800000000000000209e-05
4.793014145000000070e+01,1.241000000000000078e-04,3.100000000000000135e-05,3.100000000000000135e-05
