E,F,err_pos,err_neg
1.110044956000000083e+00,2.466000080000000150e+00,1.099999990000000011e-01,1.099999990000000011e-01
1.334615945999999997e+00,1.748000025999999929e+00,7.299999899999999597e-02,7.299999899999999597e-02
1.584676981000000096e+00,1.376999974000000071e+00,4.800000000000000100e-02,4.800000000000000100e-02
1.854724049999999957e+00,1.004999994999999924e+00,3.300000000000000155e-02,3.300000000000000155e-02
2.149419068999999904e+00,7.231000069999999891e-01,2.199999999999999872e-02,2.199999999999999872e-02
2.474167109000000142e+00,5.234000090000000549e-01,1.600000099999999981e-02,1.600000099999999981e-02
2.819574117999999796e+00,3.917999859999999890e-01,1.200000000000000025e-02,1.200000000000000025e-02
3.174901961999999855e+00,3.118999900000000158e-01,1.000000000000000021e-02,1.000000000000000021e-02
3.540169001000000204e+00,2.319000069999999913e-01,7.900000000000000772e-03,7.900000000000000772e-03
3.920152902999999966e+00,1.859000030000000081e-01,6.400000000000000307e-03,6.400000000000000307e-03
4.324904918999999737e+00,1.491000060000000071e-01,5.199999999999999761e-03,5.199999999999999761e-03
4.764451980999999670e+00,1.049999969999999977e-01,3.899999999999999821e-03,3.899999999999999821e-03
5.239274979000000165e+00,8.604999600000000359e-02,3.200000000000000153e-03,3.200000000000000153e-03
5.739337920999999731e+00,6.256000000000000449e-02,2.500000000000000052e-03,2.500000000000000052e-03
6.264183998000000031e+00,4.617999899999999935e-02,2.000000000000000042e-03,2.000000000000000042e-03
6.814249991999999700e+00,3.728000100000000011e-02,1.699999999999999905e-03,1.699999999999999905e-03
7.389113903000000150e+00,3.080000000000000099e-02,1.399999999999999986e-03,1.399999999999999986e-03
7.989180088000000346e+00,2.253000100000000089e-02,1.100000000000000066e-03,1.100000000000000066e-03
8.618874549999999246e+00,1.870000000000000134e-02,9.799999999999999684e-04,9.799999999999999684e-04
9.278955460000000599e+00,1.629999999999999852e-02,8.700000000000000051e-04,8.700000000000000051e-04
9.963854789999999184e+00,1.251000000000000029e-02,7.299999999999999632e-04,7.299999999999999632e-04
1.067393017000000022e+01,9.662999999999999715e-03,6.199999999999999999e-04,6.199999999999999999e-04
1.141368008000000067e+01,8.848999999999999228e-03,5.599999999999999509e-04,5.599999999999999509e-04
1.218859959000000082e+01,7.230000000000000315e-03,4.899999999999999842e-04,4.899999999999999842e-04
1.299353027000000083e+01,5.610000000000000403e-03,4.099999999999999912e-04,4.099999999999999912e-04
1.382361983999999921e+01,5.052000000000000067e-03,3.800000000000000209e-04,3.800000000000000209e-04
1.468826007999999916e+01,3.390999999999999917e-03,2.999999999999999737e-04,2.999999999999999737e-04
1.558835982999999992e+01,3.278999999999999797e-03,2.799999999999999755e-04,2.799999999999999755e-04
1.651816940000000145e+01,2.629999999999999959e-03,2.500000000000000052e-04,2.500000000000000052e-04
1.748312950000000043e+01,1.964000000000000034e-03,2.100000000000000087e-04,2.100000000000000087e-04
1.847809982000000062e+01,1.760000000000000063e-03,1.900000000000000105e-04,1.900000000000000105e-04
1.950794029000000052e+01,1.255999999999999955e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.057777976999999936e+01,1.382999999999999898e-03,1.600000000000000131e-04,1.600000000000000131e-04
2.168276978000000099e+01,1.070999999999999903e-03,1.299999999999999886e-04,1.299999999999999886e-04
2.282751083000000136e+01,1.098999999999999934e-03,1.299999999999999886e-04,1.299999999999999886e-04
2.401251029999999886e+01,9.571000000000000080e-04,1.200000000000000030e-04,1.200000000000000030e-04
2.525189018000000019e+01,8.478999999999999558e-04,1.000000000000000048e-04,1.000000000000000048e-04
2.656642914000000033e+01,6.068000000000000043e-04,8.500000000000000611e-05,8.500000000000000611e-05
2.795586013999999864e+01,5.517999999999999685e-04,7.700000000000000139e-05,7.700000000000000139e-05
2.943506049999999874e+01,5.377000000000000052e-04,7.399999999999999623e-05,7.399999999999999623e-05
3.100455093000000062e+01,3.691999999999999752e-04,5.899999999999999754e-05,5.899999999999999754e-05
3.266381073000000157e+01,3.401000000000000269e-04,5.399999999999999798e-05,5.399999999999999798e-05
3.443283843999999760e+01,2.886000000000000219e-04,4.899999999999999842e-05,4.899999999999999842e-05
3.632191849000000161e+01,2.484000000000000205e-04,4.300000000000000165e-05,4.300000000000000165e-05
3.833589934999999826e+01,2.075000000000000022e-04,3.899999999999999929e-05,3.899999999999999929e-05
4.048479079999999897e+01,2.025999999999999915e-04,3.600000000000000091e-05,3.600000000000000091e-05
4.278831862999999913e+01,1.815999999999999960e-04,3.300000000000000253e-05,3.300000000000000253e-05
4.526676178000000306e+01,1.500999999999999893e-04,2.900000000000000017e-05,2.900000000000000017e-05
4.793014145000000070e+01,1.246999999999999953e-04,2.599999999999999840e-05,2.599999999999999840e-05
