E,F,err_pos,err_neg
1.110044956000000083e+00,1.090999961000000074e+00,6.700000200000000294e-02,6.700000200000000294e-02
1.334615945999999997e+00,8.675000069999999619e-01,4.699999800000000116e-02,4.699999800000000116e-02
1.584676981000000096e+00,8.105999830000000239e-01,3.400000200000000139e-02,3.400000200000000139e-02
1.854724049999999957e+00,5.534999969999999658e-01,2.199999999999999872e-02,2.199999999999999872e-02
2.149419068999999904e+00,4.744999999999999774e-01,1.700000100000000069e-02,1.700000100000000069e-02
2.474167109000000142e+00,3.801000119999999871e-01,1.200000000000000025e-02,1.200000000000000025e-02
2.819574117999999796e+00,2.948000130000000274e-01,9.799999999999999684e-03,9.799999999999999684e-03
3.174901961999999855e+00,2.396000030000000058e-01,8.000000000000000167e-03,8.000000000000000167e-03
3.540169001000000204e+00,1.797000019999999976e-01,6.400000000000000307e-03,6.400000000000000307e-03
3.920152902999999966e+00,1.444000010000000001e-01,5.199999999999999761e-03,5.199999999999999761e-03
4.324904918999999737e+00,1.191999990000000009e-01,4.300000000000000003e-03,4.300000000000000003e-03
4.764451980999999670e+00,9.471999899999999917e-02,3.500000000000000073e-03,3.500000000000000073e-03
5.239274979000000165e+00,6.880000199999999899e-02,2.700000000000000143e-03,2.700000000000000143e-03
5.739337920999999731e+00,5.731999900000000342e-02,2.200000000000000133e-03,2.200000000000000133e-03
6.264183998000000031e+00,4.541999800000000309e-02,1.799999999999999951e-03,1.799999999999999951e-03
6.814249991999999700e+00,3.709999800000000209e-02,1.500000000000000031e-03,1.500000000000000031e-03
7.389113903000000150e+00,2.776000099999999943e-02,1.299999999999999940e-03,1.299999999999999940e-03
7.989180088000000346e+00,2.322999900000000117e-02,1.100000000000000066e-03,1.100000000000000066e-03
8.618874549999999246e+00,1.865000099999999938e-02,9.200000000000000278e-04,9.200000000000000278e-04
9.278955460000000599e+00,1.405999999999999958e-02,7.600000000000000418e-04,7.600000000000000418e-04
9.963854789999999184e+00,1.140000000000000041e-02,6.599999999999999964e-04,6.599999999999999964e-04
1.067393017000000022e+01,1.012000000000000052e-02,5.900000000000000296e-04,5.900000000000000296e-04
1.141368008000000067e+01,7.669999999999999735e-03,4.899999999999999842e-04,4.899999999999999842e-04
1.218859959000000082e+01,7.021000000000000331e-03,4.499999999999999877e-04,4.499999999999999877e-04
1.299353027000000083e+01,5.121999999999999817e-03,3.699999999999999947e-04,3.699999999999999947e-04
1.382361983999999921e+01,4.210000000000000200e-03,3.299999999999999982e-04,3.299999999999999982e-04
1.468826007999999916e+01,3.624000000000000051e-03,2.900000000000000017e-04,2.900000000000000017e-04
1.558835982999999992e+01,3.527000000000000187e-03,2.799999999999999755e-04,2.799999999999999755e-04
1.651816940000000145e+01,2.688999999999999984e-03,2.300000000000000070e-04,2.300000000000000070e-04
1.748312950000000043e+01,2.559000000000000077e-03,2.200000000000000078e-04,2.200000000000000078e-04
1.847809982000000062e+01,1.915999999999999951e-03,1.900000000000000105e-04,1.900000000000000105e-04
1.950794029000000052e+01,1.376999999999999969e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.057777976999999936e+01,1.546999999999999981e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.168276978000000099e+01,1.018000000000000025e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.282751083000000136e+01,1.067999999999999939e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,8.559000000000000418e-04,1.000000000000000048e-04,1.000000000000000048e-04
2.525189018000000019e+01,7.330000000000000361e-04,9.100000000000000287e-05,9.100000000000000287e-05
2.656642914000000033e+01,5.347000000000000407e-04,7.499999999999999343e-05,7.499999999999999343e-05
2.795586013999999864e+01,5.561999999999999670e-04,7.399999999999999623e-05,7.399999999999999623e-05
2.943506049999999874e+01,5.217000000000000500e-04,6.799999999999999946e-05,6.799999999999999946e-05
3.100455093000000062e+01,5.303999999999999904e-04,6.600000000000000506e-05,6.600000000000000506e-05
3.266381073000000157e+01,3.362999999999999887e-04,5.099999999999999960e-05,5.099999999999999960e-05
3.443283843999999760e+01,3.318999999999999902e-04,4.899999999999999842e-05,4.899999999999999842e-05
3.632191849000000161e+01,3.029999999999999924e-04,4.500000000000000283e-05,4.500000000000000283e-05
3.833589934999999826e+01,2.353000000000000003e-04,3.899999999999999929e-05,3.899999999999999929e-05
4.048479079999999897e+01,2.273999999999999980e-04,3.699999999999999811e-05,3.699999999999999811e-05
4.278831862999999913e+01,2.131000000000000027e-04,3.499999999999999693e-05,3.499999999999999693e-05
4.526676178000000306e+01,1.627999999999999998e-04,2.900000000000000017e-05,2.900000000000000017e-05
4.793014145000000070e+01,1.047999999999999995e-04,2.300000000000000002e-05,2.300000000000000002e-05
