E,F,err_pos,err_neg
1.110044956000000083e+00,1.052000046000000077e+00,6.600000000000000311e-02,6.600000000000000311e-02
1.334615945999999997e+00,9.131000040000000206e-01,4.800000000000000100e-02,4.800000000000000100e-02
1.584676981000000096e+00,8.472999930000000290e-01,3.400000200000000139e-02,3.400000200000000139e-02
1.854724049999999957e+00,6.482999919999999916e-01,2.400000000000000050e-02,2.400000000000000050e-02
2.149419068999999904e+00,4.975000019999999967e-01,1.700000100000000069e-02,1.700000100000000069e-02
2.474167109000000142e+00,3.957000079999999920e-01,1.299999999999999940e-02,1.299999999999999940e-02
2.819574117999999796e+00,3.075999919999999888e-01,1.000000000000000021e-02,1.000000000000000021e-02
3.174901961999999855e+00,2.480999979999999883e-01,8.200000000000000691e-03,8.200000000000000691e-03
3.540169001000000204e+00,1.987999980000000055e-01,6.700000000000000226e-03,6.700000000000000226e-03
3.920152902999999966e+00,1.395999940000000050e-01,5.199999999999999761e-03,5.199999999999999761e-03
4.324904918999999737e+00,1.159000020000000020e-01,4.199999999999999740e-03,4.199999999999999740e-03
4.764451980999999670e+00,9.600000100000000147e-02,3.500000000000000073e-03,3.500000000000000073e-03
5.239274979000000165e+00,7.333000000000000629e-02,2.799999999999999972e-03,2.799999999999999972e-03
5.739337920999999731e+00,5.500999799999999745e-02,2.200000000000000133e-03,2.200000000000000133e-03
6.264183998000000031e+00,4.569999899999999809e-02,1.799999999999999951e-03,1.799999999999999951e-03
6.814249991999999700e+00,3.919000200000000156e-02,1.600000000000000077e-03,1.600000000000000077e-03
7.389113903000000150e+00,2.659000099999999853e-02,1.199999999999999895e-03,1.199999999999999895e-03
7.989180088000000346e+00,2.129000099999999937e-02,1.000000000000000021e-03,1.000000000000000021e-03
8.618874549999999246e+00,1.720000099999999948e-02,8.899999999999999491e-04,8.899999999999999491e-04
9.278955460000000599e+00,1.565000000000000072e-02,8.099999999999999561e-04,8.099999999999999561e-04
9.963854789999999184e+00,1.234999999999999987e-02,6.800000000000000488e-04,6.800000000000000488e-04
1.067393017000000022e+01,9.846999999999999850e-03,5.800000000000000034e-04,5.800000000000000034e-04
1.141368008000000067e+01,7.828999999999999154e-03,4.899999999999999842e-04,4.899999999999999842e-04
1.218859959000000082e+01,6.283000000000000390e-03,4.299999999999999894e-04,4.299999999999999894e-04
1.299353027000000083e+01,5.788999999999999875e-03,3.899999999999999929e-04,3.899999999999999929e-04
1.382361983999999921e+01,4.473000000000000413e-03,3.400000000000000244e-04,3.400000000000000244e-04
1.468826007999999916e+01,3.638999999999999874e-03,2.900000000000000017e-04,2.900000000000000017e-04
1.558835982999999992e+01,3.527999999999999886e-03,2.799999999999999755e-04,2.799999999999999755e-04
1.651816940000000145e+01,2.647000000000000047e-03,2.300000000000000070e-04,2.300000000000000070e-04
1.748312950000000043e+01,2.514999999999999875e-03,2.200000000000000078e-04,2.200000000000000078e-04
1.847809982000000062e+01,1.915999999999999951e-03,1.900000000000000105e-04,1.900000000000000105e-04
1.950794029000000052e+01,1.645999999999999894e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.057777976999999936e+01,1.464999999999999939e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.168276978000000099e+01,1.335000000000000032e-03,1.399999999999999877e-04,1.399999999999999877e-04
2.282751083000000136e+01,1.092000000000000089e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,9.144000000000000001e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.525189018000000019e+01,8.310999999999999811e-04,9.699999999999999963e-05,9.699999999999999963e-05
2.656642914000000033e+01,6.867999999999999973e-04,8.500000000000000611e-05,8.500000000000000611e-05
2.795586013999999864e+01,6.851000000000000102e-04,8.100000000000000375e-05,8.100000000000000375e-05
2.943506049999999874e+01,4.979000000000000136e-04,6.600000000000000506e-05,6.600000000000000506e-05
3.100455093000000062e+01,2.819000000000000217e-04,4.899999999999999842e-05,4.899999999999999842e-05
3.266381073000000157e+01,3.696999999999999874e-04,5.300000000000000078e-05,5.300000000000000078e-05
3.443283843999999760e+01,3.045999999999999771e-04,4.800000000000000122e-05,4.800000000000000122e-05
3.632191849000000161e+01,2.647999999999999855e-04,4.300000000000000165e-05,4.300000000000000165e-05
3.833589934999999826e+01,2.405999999999999936e-04,3.899999999999999929e-05,3.899999999999999929e-05
4.048479079999999897e+01,1.924999999999999899e-04,3.399999999999999973e-05,3.399999999999999973e-05
4.278831862999999913e+01,1.734000000000000135e-04,3.100000000000000135e-05,3.100000000000000135e-05
4.526676178000000306e+01,1.270999999999999994e-04,2.599999999999999840e-05,2.599999999999999840e-05
4.793014145000000070e+01,1.503999999999999966e-04,2.699999999999999899e-05,2.699999999999999899e-05
