E,F,err_pos,err_neg
1.110044956000000083e+00,3.256999969000000217e+00,1.299999950000000071e-01,1.299999950000000071e-01
1.334615945999999997e+00,2.526999949999999995e+00,8.699999699999999558e-02,8.699999699999999558e-02
1.584676981000000096e+00,1.878999949000000003e+00,5.799999799999999706e-02,5.799999799999999706e-02
1.854724049999999957e+00,1.251000047000000004e+00,3.699999999999999817e-02,3.699999999999999817e-02
2.149419068999999904e+00,9.212999939999999555e-01,2.500000000000000139e-02,2.500000000000000139e-02
2.474167109000000142e+00,6.581000089999999858e-01,1.799999899999999917e-02,1.799999899999999917e-02
2.819574117999999796e+00,4.925000070000000174e-01,1.400000000000000029e-02,1.400000000000000029e-02
3.174901961999999855e+00,3.601000010000000029e-01,1.099999999999999936e-02,1.099999999999999936e-02
3.540169001000000204e+00,2.750000060000000190e-01,8.399999999999999481e-03,8.399999999999999481e-03
3.920152902999999966e+00,2.117000069999999956e-01,6.700000000000000226e-03,6.700000000000000226e-03
4.324904918999999737e+00,1.571999940000000096e-01,5.199999999999999761e-03,5.199999999999999761e-03
4.764451980999999670e+00,1.128999960000000025e-01,4.000000000000000083e-03,4.000000000000000083e-03
5.239274979000000165e+00,9.309999600000000430e-02,3.299999999999999982e-03,3.299999999999999982e-03
5.739337920999999731e+00,6.723000099999999757e-02,2.500000000000000052e-03,2.500000000000000052e-03
6.264183998000000031e+00,5.192000000000000087e-02,2.000000000000000042e-03,2.000000000000000042e-03
6.814249991999999700e+00,4.160999900000000168e-02,1.699999999999999905e-03,1.699999999999999905e-03
7.389113903000000150e+00,3.241000000000000131e-02,1.399999999999999986e-03,1.399999999999999986e-03
7.989180088000000346e+00,2.786000099999999882e-02,1.199999999999999895e-03,1.199999999999999895e-03
8.618874549999999246e+00,1.899999900000000005e-02,9.600000000000000243e-04,9.600000000000000243e-04
9.278955460000000599e+00,1.388999999999999957e-02,7.799999999999999859e-04,7.799999999999999859e-04
9.963854789999999184e+00,1.259000000000000050e-02,7.100000000000000191e-04,7.100000000000000191e-04
1.067393017000000022e+01,1.012000000000000052e-02,6.099999999999999737e-04,6.099999999999999737e-04
1.141368008000000067e+01,8.925000000000000641e-03,5.400000000000000069e-04,5.400000000000000069e-04
1.218859959000000082e+01,7.340000000000000170e-03,4.699999999999999859e-04,4.699999999999999859e-04
1.299353027000000083e+01,5.780000000000000415e-03,4.099999999999999912e-04,4.099999999999999912e-04
1.382361983999999921e+01,5.250999999999999591e-03,3.800000000000000209e-04,3.800000000000000209e-04
1.468826007999999916e+01,4.291999999999999808e-03,3.200000000000000262e-04,3.200000000000000262e-04
1.558835982999999992e+01,3.493000000000000011e-03,2.799999999999999755e-04,2.799999999999999755e-04
1.651816940000000145e+01,2.312999999999999952e-03,2.200000000000000078e-04,2.200000000000000078e-04
1.748312950000000043e+01,2.422000000000000108e-03,2.200000000000000078e-04,2.200000000000000078e-04
1.847809982000000062e+01,2.021999999999999926e-03,2.000000000000000096e-04,2.000000000000000096e-04
1.950794029000000052e+01,1.529999999999999893e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.057777976999999936e+01,1.513000000000000022e-03,1.600000000000000131e-04,1.600000000000000131e-04
2.168276978000000099e+01,1.209999999999999921e-03,1.399999999999999877e-04,1.399999999999999877e-04
2.282751083000000136e+01,1.005000000000000034e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,8.505000000000000190e-04,1.000000000000000048e-04,1.000000000000000048e-04
2.525189018000000019e+01,7.244000000000000439e-04,9.200000000000000007e-05,9.200000000000000007e-05
2.656642914000000033e+01,7.967999999999999606e-04,9.299999999999999727e-05,9.299999999999999727e-05
2.795586013999999864e+01,5.733000000000000032e-04,7.600000000000000418e-05,7.600000000000000418e-05
2.943506049999999874e+01,5.573999999999999962e-04,7.100000000000000462e-05,7.100000000000000462e-05
3.100455093000000062e+01,5.025999999999999652e-04,6.499999999999999431e-05,6.499999999999999431e-05
3.266381073000000157e+01,3.102000000000000048e-04,5.000000000000000240e-05,5.000000000000000240e-05
3.443283843999999760e+01,2.694999999999999913e-04,4.399999999999999886e-05,4.399999999999999886e-05
3.632191849000000161e+01,3.107000000000000170e-04,4.600000000000000004e-05,4.600000000000000004e-05
3.833589934999999826e+01,2.460000000000000164e-04,4.000000000000000327e-05,4.000000000000000327e-05
4.048479079999999897e+01,2.057999999999999879e-04,3.600000000000000091e-05,3.600000000000000091e-05
4.278831862999999913e+01,1.386000000000000079e-04,2.799999999999999958e-05,2.799999999999999958e-05
4.526676178000000306e+01,1.704999999999999973e-04,3.000000000000000076e-05,3.000000000000000076e-05
4.793014145000000070e+01,1.644000000000000116e-04,2.900000000000000017e-05,2.900000000000000017e-05
