E,F,err_pos,err_neg
1.110044956000000083e+00,1.327000022000000001e+00,7.800000199999999884e-02,7.800000199999999884e-02
1.334615945999999997e+00,1.103999971999999996e+00,5.600000200000000011e-02,5.600000200000000011e-02
1.584676981000000096e+00,8.296999929999999690e-01,3.599999799999999833e-02,3.599999799999999833e-02
1.854724049999999957e+00,6.624000070000000129e-01,2.500000000000000139e-02,2.500000000000000139e-02
2.149419068999999904e+00,4.988000089999999886e-01,1.799999899999999917e-02,1.799999899999999917e-02
2.474167109000000142e+00,3.605000079999999829e-01,1.299999999999999940e-02,1.299999999999999940e-02
2.819574117999999796e+00,2.928000090000000277e-01,1.000000000000000021e-02,1.000000000000000021e-02
3.174901961999999855e+00,2.380000049999999867e-01,8.300000000000000086e-03,8.300000000000000086e-03
3.540169001000000204e+00,1.717000009999999910e-01,6.400000000000000307e-03,6.400000000000000307e-03
3.920152902999999966e+00,1.349000039999999900e-01,5.199999999999999761e-03,5.199999999999999761e-03
4.324904918999999737e+00,1.070000009999999974e-01,4.199999999999999740e-03,4.199999999999999740e-03
4.764451980999999670e+00,8.336999999999999966e-02,3.299999999999999982e-03,3.299999999999999982e-03
5.239274979000000165e+00,7.050000100000000658e-02,2.799999999999999972e-03,2.799999999999999972e-03
5.739337920999999731e+00,5.428000200000000081e-02,2.200000000000000133e-03,2.200000000000000133e-03
6.264183998000000031e+00,4.216000100000000250e-02,1.799999999999999951e-03,1.799999999999999951e-03
6.814249991999999700e+00,3.382000000000000284e-02,1.500000000000000031e-03,1.500000000000000031e-03
7.389113903000000150e+00,2.743999999999999911e-02,1.299999999999999940e-03,1.299999999999999940e-03
7.989180088000000346e+00,2.129999900000000002e-02,1.100000000000000066e-03,1.100000000000000066e-03
8.618874549999999246e+00,1.929000000000000159e-02,9.399999999999999719e-04,9.399999999999999719e-04
9.278955460000000599e+00,1.358999999999999965e-02,7.600000000000000418e-04,7.600000000000000418e-04
9.963854789999999184e+00,1.115999999999999978e-02,6.599999999999999964e-04,6.599999999999999964e-04
1.067393017000000022e+01,9.391999999999999307e-03,5.699999999999999772e-04,5.699999999999999772e-04
1.141368008000000067e+01,8.257999999999999716e-03,5.100000000000000366e-04,5.100000000000000366e-04
1.218859959000000082e+01,7.357999999999999957e-03,4.699999999999999859e-04,4.699999999999999859e-04
1.299353027000000083e+01,4.982000000000000317e-03,3.699999999999999947e-04,3.699999999999999947e-04
1.382361983999999921e+01,4.578999999999999737e-03,3.499999999999999964e-04,3.499999999999999964e-04
1.468826007999999916e+01,3.877999999999999937e-03,3.099999999999999999e-04,3.099999999999999999e-04
1.558835982999999992e+01,2.798999999999999839e-03,2.500000000000000052e-04,2.500000000000000052e-04
1.651816940000000145e+01,2.567999999999999970e-03,2.300000000000000070e-04,2.300000000000000070e-04
1.748312950000000043e+01,2.805000000000000202e-03,2.300000000000000070e-04,2.300000000000000070e-04
1.847809982000000062e+01,1.943999999999999981e-03,1.900000000000000105e-04,1.900000000000000105e-04
1.950794029000000052e+01,1.623000000000000094e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.057777976999999936e+01,1.141000000000000087e-03,1.399999999999999877e-04,1.399999999999999877e-04
2.168276978000000099e+01,1.142000000000000003e-03,1.299999999999999886e-04,1.299999999999999886e-04
2.282751083000000136e+01,1.101999999999999898e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,8.000999999999999866e-04,1.000000000000000048e-04,1.000000000000000048e-04
2.525189018000000019e+01,7.207999999999999564e-04,9.200000000000000007e-05,9.200000000000000007e-05
2.656642914000000033e+01,6.269999999999999532e-04,8.299999999999999815e-05,8.299999999999999815e-05
2.795586013999999864e+01,4.983000000000000233e-04,6.999999999999999387e-05,6.999999999999999387e-05
2.943506049999999874e+01,6.344000000000000247e-04,7.499999999999999343e-05,7.499999999999999343e-05
3.100455093000000062e+01,5.079000000000000398e-04,6.499999999999999431e-05,6.499999999999999431e-05
3.266381073000000157e+01,3.480000000000000020e-04,5.199999999999999680e-05,5.199999999999999680e-05
3.443283843999999760e+01,3.192000000000000067e-04,4.899999999999999842e-05,4.899999999999999842e-05
3.632191849000000161e+01,2.235999999999999869e-04,4.000000000000000327e-05,4.000000000000000327e-05
3.833589934999999826e+01,2.539999999999999940e-04,4.100000000000000047e-05,4.100000000000000047e-05
4.048479079999999897e+01,2.398000000000000012e-04,3.800000000000000209e-05,3.800000000000000209e-05
4.278831862999999913e+01,1.638999999999999995e-04,3.100000000000000135e-05,3.100000000000000135e-05
4.526676178000000306e+01,1.521000000000000108e-04,2.900000000000000017e-05,2.900000000000000017e-05
4.793014145000000070e+01,7.920000000000000065e-05,2.000000000000000164e-05,2.000000000000000164e-05
