E,F,err_pos,err_neg
1.110044956000000083e+00,3.503000021000000075e+00,1.299999950000000071e-01,1.299999950000000071e-01
1.334615945999999997e+00,2.477999925999999853e+00,8.699999699999999558e-02,8.699999699999999558e-02
1.584676981000000096e+00,2.013000010999999922e+00,5.899999999999999689e-02,5.899999999999999689e-02
1.854724049999999957e+00,1.350000024000000076e+00,3.799999899999999958e-02,3.799999899999999958e-02
2.149419068999999904e+00,9.276999830000000058e-01,2.500000000000000139e-02,2.500000000000000139e-02
2.474167109000000142e+00,6.937999729999999587e-01,1.799999899999999917e-02,1.799999899999999917e-02
2.819574117999999796e+00,4.920000139999999855e-01,1.299999999999999940e-02,1.299999999999999940e-02
3.174901961999999855e+00,3.745999930000000200e-01,1.099999999999999936e-02,1.099999999999999936e-02
3.540169001000000204e+00,2.806999980000000061e-01,8.399999999999999481e-03,8.399999999999999481e-03
3.920152902999999966e+00,1.988999989999999940e-01,6.400000000000000307e-03,6.400000000000000307e-03
4.324904918999999737e+00,1.537999959999999944e-01,5.100000000000000366e-03,5.100000000000000366e-03
4.764451980999999670e+00,1.133000029999999964e-01,3.899999999999999821e-03,3.899999999999999821e-03
5.239274979000000165e+00,9.409999800000000414e-02,3.200000000000000153e-03,3.200000000000000153e-03
5.739337920999999731e+00,7.066000299999999901e-02,2.599999999999999881e-03,2.599999999999999881e-03
6.264183998000000031e+00,5.328999799999999815e-02,2.000000000000000042e-03,2.000000000000000042e-03
6.814249991999999700e+00,3.973000100000000090e-02,1.600000000000000077e-03,1.600000000000000077e-03
7.389113903000000150e+00,3.316000100000000145e-02,1.399999999999999986e-03,1.399999999999999986e-03
7.989180088000000346e+00,2.349999900000000058e-02,1.100000000000000066e-03,1.100000000000000066e-03
8.618874549999999246e+00,1.918999999999999873e-02,9.600000000000000243e-04,9.600000000000000243e-04
9.278955460000000599e+00,1.485000000000000035e-02,8.099999999999999561e-04,8.099999999999999561e-04
9.963854789999999184e+00,1.342999999999999923e-02,7.399999999999999894e-04,7.399999999999999894e-04
1.067393017000000022e+01,1.101000000000000069e-02,6.300000000000000261e-04,6.300000000000000261e-04
1.141368008000000067e+01,9.036999999999999894e-03,5.500000000000000331e-04,5.500000000000000331e-04
1.218859959000000082e+01,7.506999999999999784e-03,4.800000000000000122e-04,4.800000000000000122e-04
1.299353027000000083e+01,6.041000000000000363e-03,4.099999999999999912e-04,4.099999999999999912e-04
1.382361983999999921e+01,4.982999999999999582e-03,3.600000000000000227e-04,3.600000000000000227e-04
1.468826007999999916e+01,4.173999999999999759e-03,3.200000000000000262e-04,3.200000000000000262e-04
1.558835982999999992e+01,3.069000000000000113e-03,2.700000000000000035e-04,2.700000000000000035e-04
1.651816940000000145e+01,2.776999999999999955e-03,2.400000000000000061e-04,2.400000000000000061e-04
1.748312950000000043e+01,2.177999999999999815e-03,2.100000000000000087e-04,2.100000000000000087e-04
1.847809982000000062e+01,2.165999999999999957e-03,2.000000000000000096e-04,2.000000000000000096e-04
1.950794029000000052e+01,1.789999999999999925e-03,1.800000000000000113e-04,1.800000000000000113e-04
2.057777976999999936e+01,1.364999999999999894e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.168276978000000099e+01,1.296999999999999976e-03,1.399999999999999877e-04,1.399999999999999877e-04
2.282751083000000136e+01,9.368000000000000025e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.401251029999999886e+01,8.513999999999999867e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.525189018000000019e+01,7.998000000000000335e-04,9.699999999999999963e-05,9.699999999999999963e-05
2.656642914000000033e+01,8.448999999999999913e-04,9.600000000000000243e-05,9.600000000000000243e-05
2.795586013999999864e+01,5.090000000000000123e-04,7.100000000000000462e-05,7.100000000000000462e-05
2.943506049999999874e+01,5.714999999999999594e-04,7.200000000000000182e-05,7.200000000000000182e-05
3.100455093000000062e+01,4.958000000000000167e-04,6.499999999999999431e-05,6.499999999999999431e-05
3.266381073000000157e+01,2.663000000000000219e-04,4.600000000000000004e-05,4.600000000000000004e-05
3.443283843999999760e+01,3.843000000000000170e-04,5.399999999999999798e-05,5.399999999999999798e-05
3.632191849000000161e+01,2.427999999999999928e-04,4.100000000000000047e-05,4.100000000000000047e-05
3.833589934999999826e+01,2.206999999999999977e-04,3.800000000000000209e-05,3.800000000000000209e-05
4.048479079999999897e+01,2.050999999999999980e-04,3.499999999999999693e-05,3.499999999999999693e-05
4.278831862999999913e+01,2.356000000000000075e-04,3.699999999999999811e-05,3.699999999999999811e-05
4.526676178000000306e+01,1.752000000000000031e-04,3.100000000000000135e-05,3.100000000000000135e-05
4.793014145000000070e+01,9.550000000000000383e-05,2.199999999999999943e-05,2.199999999999999943e-05
