E,F,err_pos,err_neg
1.110044956000000083e+00,1.139999986000000076e+00,6.800000400000000278e-02,6.800000400000000278e-02
1.334615945999999997e+00,9.653999810000000181e-01,4.800000000000000100e-02,4.800000000000000100e-02
1.584676981000000096e+00,8.445000049999999980e-01,3.400000200000000139e-02,3.400000200000000139e-02
1.854724049999999957e+00,6.535000210000000420e-01,2.400000000000000050e-02,2.400000000000000050e-02
2.149419068999999904e+00,4.779999850000000161e-01,1.600000099999999981e-02,1.600000099999999981e-02
2.474167109000000142e+00,4.074000119999999781e-01,1.299999999999999940e-02,1.299999999999999940e-02
2.819574117999999796e+00,3.030000030000000177e-01,9.799999999999999684e-03,9.799999999999999684e-03
3.174901961999999855e+00,2.331999989999999912e-01,7.900000000000000772e-03,7.900000000000000772e-03
3.540169001000000204e+00,1.887000050000000040e-01,6.499999999999999702e-03,6.499999999999999702e-03
3.920152902999999966e+00,1.542000030000000022e-01,5.300000000000000024e-03,5.300000000000000024e-03
4.324904918999999737e+00,1.209999989999999970e-01,4.300000000000000003e-03,4.300000000000000003e-03
4.764451980999999670e+00,9.092999999999999694e-02,3.399999999999999811e-03,3.399999999999999811e-03
5.239274979000000165e+00,7.456000100000000075e-02,2.799999999999999972e-03,2.799999999999999972e-03
5.739337920999999731e+00,5.784000100000000200e-02,2.200000000000000133e-03,2.200000000000000133e-03
6.264183998000000031e+00,4.442999899999999780e-02,1.799999999999999951e-03,1.799999999999999951e-03
6.814249991999999700e+00,3.489999800000000152e-02,1.500000000000000031e-03,1.500000000000000031e-03
7.389113903000000150e+00,3.048999999999999974e-02,1.299999999999999940e-03,1.299999999999999940e-03
7.989180088000000346e+00,2.174000099999999838e-02,1.100000000000000066e-03,1.100000000000000066e-03
8.618874549999999246e+00,1.885999899999999882e-02,9.200000000000000278e-04,9.200000000000000278e-04
9.278955460000000599e+00,1.409000000000000009e-02,7.699999999999999597e-04,7.699999999999999597e-04
9.963854789999999184e+00,1.192000000000000004e-02,6.700000000000000226e-04,6.700000000000000226e-04
1.067393017000000022e+01,9.469999999999999252e-03,5.699999999999999772e-04,5.699999999999999772e-04
1.141368008000000067e+01,8.144000000000000197e-03,5.000000000000000104e-04,5.000000000000000104e-04
1.218859959000000082e+01,6.255000000000000143e-03,4.299999999999999894e-04,4.299999999999999894e-04
1.299353027000000083e+01,5.568000000000000033e-03,3.899999999999999929e-04,3.899999999999999929e-04
1.382361983999999921e+01,4.481999999999999873e-03,3.400000000000000244e-04,3.400000000000000244e-04
1.468826007999999916e+01,3.465000000000000198e-03,2.799999999999999755e-04,2.799999999999999755e-04
1.558835982999999992e+01,3.595000000000000105e-03,2.799999999999999755e-04,2.799999999999999755e-04
1.651816940000000145e+01,3.046000000000000096e-03,2.500000000000000052e-04,2.500000000000000052e-04
1.748312950000000043e+01,1.879000000000000028e-03,1.900000000000000105e-04,1.900000000000000105e-04
1.847809982000000062e+01,1.855000000000000095e-03,1.800000000000000113e-04,1.800000000000000113e-04
1.950794029000000052e+01,1.680999999999999986e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.057777976999999936e+01,1.595000000000000064e-03,1.600000000000000131e-04,1.600000000000000131e-04
2.168276978000000099e+01,1.119999999999999902e-03,1.299999999999999886e-04,1.299999999999999886e-04
2.282751083000000136e+01,9.859999999999998974e-04,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,9.508000000000000175e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.525189018000000019e+01,7.414999999999999716e-04,9.399999999999999448e-05,9.399999999999999448e-05
2.656642914000000033e+01,9.945999999999999980e-04,1.000000000000000048e-04,1.000000000000000048e-04
2.795586013999999864e+01,4.893000000000000214e-04,6.999999999999999387e-05,6.999999999999999387e-05
2.943506049999999874e+01,5.349999999999999938e-04,7.100000000000000462e-05,7.100000000000000462e-05
3.100455093000000062e+01,5.052000000000000284e-04,6.600000000000000506e-05,6.600000000000000506e-05
3.266381073000000157e+01,3.276999999999999965e-04,5.199999999999999680e-05,5.199999999999999680e-05
3.443283843999999760e+01,3.786999999999999893e-04,5.300000000000000078e-05,5.300000000000000078e-05
3.632191849000000161e+01,2.914999999999999840e-04,4.500000000000000283e-05,4.500000000000000283e-05
3.833589934999999826e+01,3.075999999999999958e-04,4.399999999999999886e-05,4.399999999999999886e-05
4.048479079999999897e+01,2.133000000000000076e-04,3.699999999999999811e-05,3.699999999999999811e-05
4.278831862999999913e+01,1.493999999999999994e-04,2.900000000000000017e-05,2.900000000000000017e-05
4.526676178000000306e+01,1.289999999999999914e-04,2.699999999999999899e-05,2.699999999999999899e-05
4.793014145000000070e+01,7.499999999999999343e-05,1.900000000000000105e-05,1.900000000000000105e-05
