E,F,err_pos,err_neg
1.110044956000000083e+00,1.384999990000000070e+00,7.699999999999999900e-02,7.699999999999999900e-02
1.334615945999999997e+00,1.225000024000000076e+00,5.600000200000000011e-02,5.600000200000000011e-02
1.584676981000000096e+00,9.707000260000000491e-01,3.799999899999999958e-02,3.799999899999999958e-02
1.854724049999999957e+00,7.084000110000000516e-01,2.500000000000000139e-02,2.500000000000000139e-02
2.149419068999999904e+00,5.539000029999999741e-01,1.799999899999999917e-02,1.799999899999999917e-02
2.474167109000000142e+00,4.390000099999999961e-01,1.400000000000000029e-02,1.400000000000000029e-02
2.819574117999999796e+00,3.305999929999999809e-01,1.000000000000000021e-02,1.000000000000000021e-02
3.174901961999999855e+00,2.470999959999999884e-01,8.300000000000000086e-03,8.300000000000000086e-03
3.540169001000000204e+00,1.959999950000000102e-01,6.700000000000000226e-03,6.700000000000000226e-03
3.920152902999999966e+00,1.546999960000000063e-01,5.400000000000000286e-03,5.400000000000000286e-03
4.324904918999999737e+00,1.163000019999999995e-01,4.300000000000000003e-03,4.300000000000000003e-03
4.764451980999999670e+00,9.543000199999999988e-02,3.500000000000000073e-03,3.500000000000000073e-03
5.239274979000000165e+00,7.176999700000000204e-02,2.700000000000000143e-03,2.700000000000000143e-03
5.739337920999999731e+00,5.177000200000000246e-02,2.099999999999999870e-03,2.099999999999999870e-03
6.264183998000000031e+00,4.788000099999999842e-02,1.899999999999999996e-03,1.899999999999999996e-03
6.814249991999999700e+00,3.485000099999999851e-02,1.500000000000000031e-03,1.500000000000000031e-03
7.389113903000000150e+00,2.696999900000000144e-02,1.199999999999999895e-03,1.199999999999999895e-03
7.989180088000000346e+00,2.270000100000000090e-02,1.100000000000000066e-03,1.100000000000000066e-03
8.618874549999999246e+00,1.756999999999999881e-02,8.999999999999999754e-04,8.999999999999999754e-04
9.278955460000000599e+00,1.400999999999999988e-02,7.699999999999999597e-04,7.699999999999999597e-04
9.963854789999999184e+00,1.319000000000000034e-02,7.100000000000000191e-04,7.100000000000000191e-04
1.067393017000000022e+01,8.933999999999999234e-03,5.500000000000000331e-04,5.500000000000000331e-04
1.141368008000000067e+01,7.598999999999999852e-03,4.899999999999999842e-04,4.899999999999999842e-04
1.218859959000000082e+01,6.178999999999999597e-03,4.200000000000000174e-04,4.200000000000000174e-04
1.299353027000000083e+01,5.531000000000000326e-03,3.899999999999999929e-04,3.899999999999999929e-04
1.382361983999999921e+01,4.418000000000000052e-03,3.299999999999999982e-04,3.299999999999999982e-04
1.468826007999999916e+01,3.883999999999999866e-03,2.999999999999999737e-04,2.999999999999999737e-04
1.558835982999999992e+01,3.078000000000000007e-03,2.599999999999999772e-04,2.599999999999999772e-04
1.651816940000000145e+01,2.467000000000000009e-03,2.200000000000000078e-04,2.200000000000000078e-04
1.748312950000000043e+01,2.484000000000000097e-03,2.200000000000000078e-04,2.200000000000000078e-04
1.847809982000000062e+01,1.551999999999999994e-03,1.700000000000000122e-04,1.700000000000000122e-04
1.950794029000000052e+01,1.668999999999999911e-03,1.700000000000000122e-04,1.700000000000000122e-04
2.057777976999999936e+01,1.477999999999999930e-03,1.499999999999999869e-04,1.499999999999999869e-04
2.168276978000000099e+01,1.069999999999999988e-03,1.299999999999999886e-04,1.299999999999999886e-04
2.282751083000000136e+01,1.136000000000000074e-03,1.200000000000000030e-04,1.200000000000000030e-04
2.401251029999999886e+01,9.399999999999999719e-04,1.100000000000000039e-04,1.100000000000000039e-04
2.525189018000000019e+01,7.770000000000000214e-04,9.500000000000000523e-05,9.500000000000000523e-05
2.656642914000000033e+01,4.828999999999999742e-04,7.100000000000000462e-05,7.100000000000000462e-05
2.795586013999999864e+01,5.406000000000000215e-04,7.299999999999999903e-05,7.299999999999999903e-05
2.943506049999999874e+01,5.659999999999999884e-04,7.100000000000000462e-05,7.100000000000000462e-05
3.100455093000000062e+01,2.999999999999999737e-04,5.099999999999999960e-05,5.099999999999999960e-05
3.266381073000000157e+01,3.076999999999999983e-04,4.899999999999999842e-05,4.899999999999999842e-05
3.443283843999999760e+01,3.579000000000000258e-04,5.099999999999999960e-05,5.099999999999999960e-05
3.632191849000000161e+01,1.915999999999999951e-04,3.600000000000000091e-05,3.600000000000000091e-05
3.833589934999999826e+01,2.217999999999999974e-04,3.699999999999999811e-05,3.699999999999999811e-05
4.048479079999999897e+01,1.595000000000000009e-04,3.100000000000000135e-05,3.100000000000000135e-05
4.278831862999999913e+01,1.303999999999999983e-04,2.699999999999999899e-05,2.699999999999999899e-05
4.526676178000000306e+01,1.443000000000000109e-04,2.799999999999999958e-05,2.799999999999999958e-05
4.793014145000000070e+01,1.305000000000000008e-04,2.500000000000000120e-05,2.500000000000000120e-05
