E,F,err_pos,err_neg
4.510000229000000083e+00,5.999999899999999831e-02,5.899999999999999689e-02,5.899999999999999689e-02
5.820000172000000305e+00,8.600000300000000542e-02,4.300000100000000297e-02,4.300000100000000297e-02
7.679999827999999695e+00,4.199999900000000314e-02,2.000000000000000042e-02,2.000000000000000042e-02
1.085000038000000089e+01,1.400000000000000029e-02,8.000000000000000167e-03,8.000000000000000167e-03
